location,`date`,total_cases,new_cases,total_deaths,new_deaths,total_cases_per_million,new_cases_per_million,total_deaths_per_million,new_deaths_per_million,population,people_fully_vaccinated_per_hundred
Estonia,2021-01-05,29950,429,258,7,22577.55,323.398,194.491,5.277,1326539,
Estonia,2021-01-06,30667,717,261,3,23118.055,540.504,196.753,2.262,1326539,
Estonia,2021-01-07,31751,1084,265,4,23935.219,817.164,199.768,3.015,1326539,
Estonia,2021-01-08,32537,786,270,5,24527.736,592.519,203.537,3.769,1326539,
Estonia,2021-01-09,33089,552,278,8,24943.857,416.12,209.568,6.031,1326539,
Estonia,2021-01-10,33516,427,283,5,25265.748,321.89,213.337,3.769,1326539,
Estonia,2021-01-11,33805,289,287,4,25483.607,217.86,216.352,3.015,1326539,
Estonia,2021-01-12,34138,333,292,5,25734.637,251.029,220.122,3.769,1326539,
Estonia,2021-01-13,34991,853,301,9,26377.664,643.027,226.906,6.785,1326539,
Estonia,2021-01-14,35621,630,311,10,26852.584,474.92,234.445,7.538,1326539,
Estonia,2021-01-15,36096,475,316,5,27210.658,358.075,238.214,3.769,1326539,
Estonia,2021-01-16,36691,595,320,4,27659.193,448.536,241.229,3.015,1326539,
Estonia,2021-01-17,37079,388,325,5,27951.686,292.49,244.998,3.769,1326539,
Estonia,2021-01-18,37344,265,333,8,28151.453,199.768,251.029,6.031,1326539,
Estonia,2021-01-19,37941,597,344,11,28601.496,450.043,259.321,8.292,1326539,
Estonia,2021-01-20,38544,603,349,5,29056.062,454.566,263.091,3.769,1326539,
Estonia,2021-01-21,39212,668,354,5,29559.629,503.566,266.86,3.769,1326539,
Estonia,2021-01-22,39701,489,358,4,29928.258,368.628,269.875,3.015,1326539,
Estonia,2021-01-23,40184,483,368,10,30292.361,364.105,277.414,7.538,1326539,
Estonia,2021-01-24,40716,532,376,8,30693.406,401.044,283.444,6.031,1326539,
Estonia,2021-01-25,40975,259,383,7,30888.65,195.245,288.721,5.277,1326539,
Estonia,2021-01-26,41330,355,392,9,31156.266,267.614,295.506,6.785,1326539,
Estonia,2021-01-27,41966,636,398,6,31635.707,479.443,300.029,4.523,1326539,
Estonia,2021-01-28,42656,690,406,8,32155.857,520.151,306.06,6.031,1326539,0.47
Estonia,2021-01-29,43343,687,409,3,32673.746,517.889,308.321,2.262,1326539,0.57
Estonia,2021-01-30,43747,404,411,2,32978.3,304.552,309.829,1.508,1326539,0.72
Estonia,2021-01-31,44208,461,419,8,33325.82,347.521,315.86,6.031,1326539,0.77
Estonia,2021-02-01,44575,367,422,3,33602.48,276.66,318.121,2.262,1326539,0.78
Estonia,2021-02-02,44978,403,424,2,33906.277,303.798,319.629,1.508,1326539,0.85
Estonia,2021-02-03,45663,685,433,9,34422.66,516.381,326.413,6.785,1326539,0.97
Estonia,2021-02-04,46334,671,443,10,34928.49,505.828,333.952,7.538,1326539,1.08
Estonia,2021-02-05,46925,591,447,4,35374.008,445.52,336.967,3.015,1326539,1.2
Estonia,2021-02-06,47512,587,456,9,35816.51,442.505,343.752,6.785,1326539,1.31
Estonia,2021-02-07,47928,416,461,5,36130.11,313.598,347.521,3.769,1326539,1.32
Estonia,2021-02-08,48267,339,466,5,36385.66,255.552,351.29,3.769,1326539,1.32
Estonia,2021-02-09,48809,542,474,8,36794.242,408.582,357.321,6.031,1326539,
Estonia,2021-02-10,49605,796,477,3,37394.3,600.058,359.582,2.262,1326539,1.44
Estonia,2021-02-11,50280,675,480,3,37903.145,508.843,361.844,2.262,1326539,1.51
Estonia,2021-02-12,50993,713,486,6,38440.633,537.489,366.367,4.523,1326539,1.61
Estonia,2021-02-13,51749,756,491,5,39010.54,569.904,370.136,3.769,1326539,1.67
Estonia,2021-02-14,52416,667,495,4,39513.35,502.812,373.151,3.015,1326539,1.68
Estonia,2021-02-15,52827,411,501,6,39823.18,309.829,377.675,4.523,1326539,1.68
Estonia,2021-02-16,53444,617,508,7,40288.3,465.12,382.951,5.277,1326539,1.7
Estonia,2021-02-17,54300,856,510,2,40933.586,645.288,384.459,1.508,1326539,1.75
Estonia,2021-02-18,55295,995,514,4,41683.66,750.072,387.474,3.015,1326539,1.8
Estonia,2021-02-19,56246,951,518,4,42400.562,716.903,390.49,3.015,1326539,1.87
Estonia,2021-02-20,57033,787,528,10,42993.836,593.273,398.028,7.538,1326539,1.95
Estonia,2021-02-21,57616,583,535,7,43433.324,439.49,403.305,5.277,1326539,1.96
Estonia,2020-12-28,25808,416,213,9,19455.139,313.598,160.568,6.785,1326539,
Estonia,2021-02-22,58445,829,540,5,44058.26,624.935,407.074,3.769,1326539,1.99
Estonia,2021-02-23,59407,962,553,13,44783.453,725.195,416.874,9.8,1326539,2.06
Estonia,2021-02-24,60475,1068,557,4,45588.56,805.103,419.89,3.015,1326539,2.13
Estonia,2021-02-25,61627,1152,567,10,46456.984,868.425,427.428,7.538,1326539,2.14
Estonia,2021-02-26,62830,1203,575,8,47363.855,906.871,433.459,6.031,1326539,
Estonia,2021-02-27,64399,1569,584,9,48546.633,1182.777,440.243,6.785,1326539,2.53
Estonia,2021-02-28,65600,1201,589,5,49451.996,905.364,444.013,3.769,1326539,
Estonia,2021-03-01,66628,1028,598,9,50226.945,774.949,450.797,6.785,1326539,2.57
Estonia,2021-03-02,67739,1111,605,7,51064.46,837.518,456.074,5.277,1326539,2.64
Estonia,2021-03-03,69193,1454,615,10,52160.547,1096.085,463.612,7.538,1326539,
Estonia,2021-03-04,70610,1417,623,8,53228.74,1068.193,469.643,6.031,1326539,3
Estonia,2021-03-05,72144,1534,637,14,54385.133,1156.393,480.197,10.554,1326539,3.18
Estonia,2021-03-06,73684,1540,644,7,55546.05,1160.916,485.474,5.277,1326539,
Estonia,2021-03-07,75003,1319,653,9,56540.367,994.317,492.258,6.785,1326539,3.31
Estonia,2021-03-08,76183,1180,667,14,57429.9,889.533,502.812,10.554,1326539,
Estonia,2021-03-09,77491,1308,669,2,58415.92,986.025,504.32,1.508,1326539,3.33
Estonia,2021-03-10,78973,1482,677,8,59533.117,1117.193,510.351,6.031,1326539,3.42
Estonia,2021-03-11,80929,1956,686,9,61007.63,1474.514,517.135,6.785,1326539,3.6
Estonia,2021-03-12,82286,1357,695,9,62030.594,1022.963,523.92,6.785,1326539,
Estonia,2021-03-13,83872,1586,710,15,63226.184,1195.592,535.227,11.308,1326539,3.96
Estonia,2021-03-14,84807,935,719,9,63931.027,704.842,542.012,6.785,1326539,3.97
Estonia,2021-03-15,86086,1279,728,9,64895.19,964.163,548.797,6.785,1326539,3.97
Estonia,2021-03-16,87548,1462,739,11,65997.305,1102.116,557.089,8.292,1326539,3.99
Estonia,2021-03-17,89331,1783,745,6,67341.41,1344.099,561.612,4.523,1326539,4.05
Estonia,2021-03-18,91031,1700,758,13,68622.94,1281.53,571.412,9.8,1326539,4.07
Estonia,2021-03-19,92780,1749,769,11,69941.41,1318.469,579.704,8.292,1326539,4.13
Estonia,2021-03-20,94028,1248,780,11,70882.195,940.794,587.996,8.292,1326539,4.29
Estonia,2021-03-21,95401,1373,787,7,71917.22,1035.024,593.273,5.277,1326539,4.3
Estonia,2021-03-22,96394,993,797,10,72665.79,748.564,600.812,7.538,1326539,4.3
Estonia,2021-03-23,97456,1062,809,12,73466.37,800.58,609.858,9.046,1326539,4.34
Estonia,2021-03-24,99008,1552,823,14,74636.33,1169.962,620.411,10.554,1326539,4.35
Estonia,2021-03-25,100437,1429,836,13,75713.57,1077.239,630.211,9.8,1326539,4.38
Estonia,2021-03-26,101587,1150,847,11,76580.484,866.918,638.504,8.292,1326539,
Estonia,2021-03-27,102738,1151,860,13,77448.16,867.671,648.304,9.8,1326539,4.56
Estonia,2021-03-28,103630,892,868,8,78120.586,672.427,654.334,6.031,1326539,4.58
Estonia,2021-03-29,104214,584,879,11,78560.83,440.243,662.627,8.292,1326539,4.59
Estonia,2021-03-30,105416,1202,896,17,79466.945,906.117,675.442,12.815,1326539,
Estonia,2021-03-31,106424,1008,902,6,80226.81,759.872,679.965,4.523,1326539,4.69
Estonia,2021-04-01,107253,829,908,6,80851.75,624.935,684.488,4.523,1326539,4.8
Estonia,2021-04-02,108418,1165,922,14,81729.98,878.225,695.042,10.554,1326539,5.1
Estonia,2021-04-03,108937,519,931,9,82121.22,391.244,701.826,6.785,1326539,5.13
Estonia,2021-04-04,109399,462,941,10,82469.49,348.275,709.365,7.538,1326539,5.17
Estonia,2021-04-05,109781,382,950,9,82757.46,287.967,716.149,6.785,1326539,5.19
Estonia,2021-04-06,110680,899,964,14,83435.164,677.703,726.703,10.554,1326539,5.26
Estonia,2021-04-07,111664,984,976,12,84176.945,741.78,735.749,9.046,1326539,5.35
Estonia,2021-04-08,112421,757,990,14,84747.6,570.658,746.303,10.554,1326539,5.43
Estonia,2021-04-09,113098,677,1006,16,85257.95,510.351,758.364,12.061,1326539,
Estonia,2021-04-10,113736,638,1020,14,85738.91,480.951,768.918,10.554,1326539,5.61
Estonia,2021-04-11,114174,438,1028,8,86069.086,330.183,774.949,6.031,1326539,5.64
Estonia,2021-04-12,114443,269,1037,9,86271.87,202.783,781.734,6.785,1326539,
Estonia,2021-04-13,115080,637,1049,12,86752.07,480.197,790.78,9.046,1326539,5.67
Estonia,2021-04-14,115629,549,1057,8,87165.93,413.859,796.81,6.031,1326539,5.72
Estonia,2021-04-15,116200,571,1064,7,87596.37,430.443,802.087,5.277,1326539,
Estonia,2021-04-16,116678,478,1070,6,87956.7,360.336,806.61,4.523,1326539,6.1
Estonia,2021-04-17,117011,333,1082,12,88207.734,251.029,815.656,9.046,1326539,6.35
Estonia,2021-04-18,117554,543,1092,10,88617.07,409.336,823.195,7.538,1326539,6.4
Estonia,2021-04-19,117782,228,1100,8,88788.945,171.876,829.226,6.031,1326539,
Estonia,2021-04-20,118317,535,1104,4,89192.25,403.305,832.241,3.015,1326539,6.54
Estonia,2021-04-21,118789,472,1109,5,89548.06,355.813,836.01,3.769,1326539,
Estonia,2021-04-22,119218,429,1120,11,89871.46,323.398,844.302,8.292,1326539,6.77
Estonia,2021-04-23,119610,392,1126,6,90166.97,295.506,848.825,4.523,1326539,7.03
Estonia,2021-04-24,\N,\N,\N,\N,\N,\N,\N,\N,1326539,7.27
Eswatini,2021-03-30,17333,7,667,0,14940.129,6.034,574.919,0.0,1160164,
Eswatini,2021-03-31,17337,4,667,0,14943.577,3.448,574.919,0.0,1160164,
Eswatini,2021-04-01,17344,7,668,1,14949.611,6.034,575.781,0.862,1160164,
Eswatini,2021-04-02,17347,3,668,0,14952.196,2.586,575.781,0.0,1160164,
Eswatini,2021-04-03,17349,2,668,0,14953.92,1.724,575.781,0.0,1160164,
Eswatini,2021-04-04,17352,3,668,0,14956.506,2.586,575.781,0.0,1160164,
Eswatini,2021-04-05,17354,2,669,1,14958.23,1.724,576.643,0.862,1160164,
Eswatini,2021-04-06,17358,4,669,0,14961.678,3.448,576.643,0.0,1160164,
Eswatini,2021-04-07,17365,7,669,0,14967.711,6.034,576.643,0.0,1160164,
Eswatini,2021-04-08,17367,2,669,0,14969.435,1.724,576.643,0.0,1160164,
Eswatini,2021-04-09,17370,3,669,0,14972.021,2.586,576.643,0.0,1160164,
Eswatini,2021-04-10,17373,3,669,0,14974.607,2.586,576.643,0.0,1160164,
Eswatini,2021-04-11,17376,3,669,0,14977.193,2.586,576.643,0.0,1160164,
Eswatini,2021-04-12,18393,1017,669,0,15853.793,876.6,576.643,0.0,1160164,
Eswatini,2021-04-13,18402,9,669,0,15861.551,7.758,576.643,0.0,1160164,
Eswatini,2021-04-14,18407,5,670,1,15865.86,4.31,577.505,0.862,1160164,
Eswatini,2021-04-15,18412,5,670,0,15870.17,4.31,577.505,0.0,1160164,
Eswatini,2021-04-16,18414,2,670,0,15871.894,1.724,577.505,0.0,1160164,
Eswatini,2021-04-17,18415,1,671,1,15872.756,0.862,578.367,0.862,1160164,
Eswatini,2021-04-18,18417,2,671,0,15874.48,1.724,578.367,0.0,1160164,
Eswatini,2021-04-19,18417,0,671,0,15874.48,0.0,578.367,0.0,1160164,
Ethiopia,2021-04-08,223665,2121,3078,20,1945.529,18.449,26.774,0.174,114963583,
Europe,2021-02-08,31595272,125972,741980,3936,42201.3,168.259,991.051,5.257,748680069,0.81
Europe,2020-12-15,20333988,213495,469241,6307,27159.783,285.162,626.758,8.424,748680069,
Europe,2020-12-16,20575610,241622,475191,5950,27482.514,322.731,634.705,7.947,748680069,
Europe,2020-12-17,20830009,254399,480649,5458,27822.31,339.797,641.995,7.29,748680069,
Europe,2020-12-18,21074550,244541,486362,5713,28148.94,326.63,649.626,7.631,748680069,
Europe,2020-12-19,21276787,202237,490691,4329,28419.064,270.125,655.408,5.782,748680069,
Europe,2020-12-20,21446758,169971,493675,2984,28646.092,227.028,659.394,3.986,748680069,
Europe,2020-12-21,21633835,187077,497836,4161,28895.969,249.876,664.952,5.558,748680069,
Europe,2020-12-22,21870353,236518,503983,6147,29211.88,315.913,673.162,8.21,748680069,
Europe,2020-12-23,22118363,248010,509691,5708,29543.145,331.263,680.786,7.624,748680069,
Europe,2020-12-24,22368230,249867,514231,4540,29876.887,333.743,686.85,6.064,748680069,
Europe,2020-12-25,22548749,180519,517742,3511,30118.004,241.116,691.54,4.69,748680069,
Europe,2020-12-26,22688499,139750,520501,2759,30304.664,186.662,695.225,3.685,748680069,
Europe,2020-12-27,22823909,135410,523334,2833,30485.53,180.865,699.009,3.784,748680069,0
Europe,2020-12-28,22996534,172625,527529,4195,30716.104,230.572,704.612,5.603,748680069,0
Europe,2020-12-29,23241193,244659,533935,6406,31042.89,326.787,713.168,8.556,748680069,0
Europe,2020-12-30,23537199,296006,540327,6392,31438.26,395.37,721.706,8.538,748680069,0
Europe,2020-12-31,23807147,269948,545487,5160,31798.826,360.565,728.598,6.892,748680069,0
Europe,2021-01-01,24016702,209555,549256,3769,32078.725,279.899,733.632,5.034,748680069,0
Europe,2021-01-02,24176193,159491,552052,2796,32291.756,213.03,737.367,3.735,748680069,0
Europe,2021-01-03,24344235,168042,554966,2914,32516.205,224.451,741.259,3.892,748680069,0
Europe,2021-01-04,24547999,203764,559294,4328,32788.37,272.164,747.04,5.781,748680069,0
Europe,2021-01-05,24823690,275691,565893,6599,33156.605,368.236,755.854,8.814,748680069,0
Europe,2021-01-06,25093282,269592,571435,5542,33516.695,360.09,763.257,7.402,748680069,0
Europe,2021-01-07,25414037,320755,577059,5624,33945.12,428.427,770.768,7.512,748680069,0
Europe,2021-01-08,25688883,274846,583184,6125,34312.23,367.107,778.95,8.181,748680069,0
Europe,2021-01-09,25916600,227717,587511,4327,34616.387,304.158,784.729,5.78,748680069,0
Europe,2021-01-10,26099534,182934,590645,3134,34860.73,244.342,788.915,4.186,748680069,0.05
Europe,2021-01-11,26312305,212771,594923,4278,35144.926,284.195,794.629,5.714,748680069,0.06
Europe,2021-01-12,26549502,237197,601639,6716,35461.746,316.82,803.6,8.97,748680069,0.06
Europe,2021-01-13,26812318,262816,608285,6646,35812.785,351.039,812.477,8.877,748680069,0.06
Europe,2021-01-14,27069554,257236,614342,6057,36156.37,343.586,820.567,8.09,748680069,0.06
Europe,2021-01-15,27315410,245856,620011,5669,36484.758,328.386,828.139,7.572,748680069,0.06
Europe,2021-01-16,27500614,185204,624955,4944,36732.133,247.374,834.742,6.604,748680069,0.06
Europe,2021-01-17,27656535,155921,628176,3221,36940.39,208.261,839.045,4.302,748680069,0.06
Europe,2021-01-18,27865855,209320,632054,3878,37219.977,279.585,844.224,5.18,748680069,0.07
Europe,2021-01-19,28068453,202598,639608,7554,37490.586,270.607,854.314,10.09,748680069,0.08
Europe,2021-01-20,28316681,248228,646769,7161,37822.137,331.554,863.879,9.565,748680069,0.1
Europe,2021-01-21,28541770,225089,652867,6098,38122.785,300.648,872.024,8.145,748680069,0.11
Europe,2021-01-22,28771784,230014,659110,6243,38430.01,307.226,880.363,8.339,748680069,0.12
Europe,2021-01-23,28941211,169427,663574,4464,38656.312,226.301,886.325,5.962,748680069,0.14
Europe,2021-01-24,29080841,139630,666718,3144,38842.812,186.502,890.525,4.199,748680069,0.15
Europe,2021-01-25,29275309,194468,671312,4594,39102.562,259.748,896.661,6.136,748680069,0.18
Europe,2021-01-26,29454387,179078,677861,6549,39341.754,239.192,905.408,8.747,748680069,0.22
Europe,2021-01-27,29670798,216411,684396,6535,39630.812,289.057,914.137,8.729,748680069,0.25
Europe,2021-01-28,29881279,210481,690817,6421,39911.945,281.136,922.713,8.576,748680069,0.29
Europe,2021-01-29,30085277,203998,696521,5704,40184.426,272.477,930.332,7.619,748680069,0.33
Europe,2021-01-30,30241178,155901,701309,4788,40392.656,208.234,936.727,6.395,748680069,0.37
Europe,2021-01-31,30356871,115693,703978,2669,40547.188,154.529,940.292,3.565,748680069,0.41
Europe,2021-02-01,30527576,170705,708475,4497,40775.195,228.008,946.299,6.007,748680069,0.45
Europe,2021-02-02,30687061,159485,715230,6755,40988.22,213.022,955.321,9.023,748680069,0.51
Europe,2021-02-03,30873377,186316,721206,5976,41237.074,248.859,963.303,7.982,748680069,0.57
Europe,2021-02-04,31032694,159317,726165,4959,41449.87,212.797,969.927,6.624,748680069,0.64
Europe,2021-02-05,31229538,196844,732094,5929,41712.797,262.921,977.846,7.919,748680069,0.7
Europe,2021-02-06,31360260,130722,735661,3567,41887.4,174.603,982.611,4.764,748680069,0.73
Europe,2021-02-07,31469300,109040,738044,2383,42033.04,145.643,985.794,3.183,748680069,0.77
Europe,2021-02-09,31724462,129190,747974,5994,42373.855,172.557,999.057,8.006,748680069,0.86
Europe,2021-02-10,31880727,156265,753208,5234,42582.58,208.721,1006.048,6.991,748680069,0.92
Europe,2021-02-11,32035579,154852,757921,4713,42789.41,206.833,1012.343,6.295,748680069,0.98
Europe,2021-02-12,32183882,148303,762637,4716,42987.496,198.086,1018.642,6.299,748680069,1.05
Europe,2021-02-13,32304952,121070,765782,3145,43149.207,161.711,1022.843,4.201,748680069,1.07
Europe,2021-02-14,32398908,93956,767796,2014,43274.703,125.496,1025.533,2.69,748680069,1.14
Europe,2021-02-15,32500974,102066,770809,3013,43411.03,136.328,1029.557,4.024,748680069,1.18
Europe,2021-02-16,32624045,123071,775517,4708,43575.414,164.384,1035.846,6.288,748680069,1.22
Europe,2021-02-17,32772052,148007,780202,4685,43773.105,197.691,1042.103,6.258,748680069,1.28
Europe,2021-02-18,32926566,154514,784089,3887,43979.49,206.382,1047.295,5.192,748680069,1.34
Europe,2021-02-19,33081632,155066,788217,4128,44186.605,207.119,1052.809,5.514,748680069,1.38
Europe,2021-02-20,33210491,128859,790838,2621,44358.723,172.115,1056.31,3.501,748680069,1.4
Europe,2021-02-21,33322468,111977,792674,1836,44508.29,149.566,1058.762,2.452,748680069,1.44
Europe,2021-02-22,33425914,103446,795531,2857,44646.46,138.171,1062.578,3.816,748680069,1.47
Europe,2021-02-23,33560617,134703,799677,4146,44826.38,179.921,1068.116,5.538,748680069,1.55
Europe,2021-02-24,33732579,171962,803418,3741,45056.066,229.687,1073.113,4.997,748680069,1.6
Europe,2021-02-25,33902678,170099,806567,3149,45283.266,227.199,1077.319,4.206,748680069,1.65
Europe,2021-02-26,34068209,165531,810410,3843,45504.363,221.097,1082.452,5.133,748680069,1.7
Europe,2021-02-27,34213731,145522,813018,2608,45698.734,194.371,1085.935,3.483,748680069,1.72
Europe,2021-02-28,34331959,118228,814810,1792,45856.65,157.915,1088.329,2.394,748680069,1.76
Europe,2021-03-01,34433651,101692,817560,2750,45992.477,135.828,1092.002,3.673,748680069,1.79
Europe,2021-03-02,34501980,68329,821285,3725,46083.742,91.266,1096.977,4.975,748680069,1.98
Europe,2021-03-03,34677407,175427,825306,4021,46318.06,234.315,1102.348,5.371,748680069,2.05
Europe,2021-03-04,34852852,175445,828647,3341,46552.4,234.339,1106.811,4.463,748680069,2.14
Europe,2021-03-05,35028108,175256,832431,3784,46786.484,234.087,1111.865,5.054,748680069,2.2
Europe,2021-03-06,35183492,155384,834885,2454,46994.027,207.544,1115.143,3.278,748680069,2.25
Europe,2021-03-07,35311994,128502,836650,1765,47165.664,171.638,1117.5,2.357,748680069,2.29
Europe,2021-03-08,35413508,101514,839436,2786,47301.258,135.591,1121.221,3.721,748680069,2.33
Europe,2021-03-09,35565250,151742,842912,3476,47503.938,202.679,1125.864,4.643,748680069,2.38
Europe,2021-03-10,35759320,194070,846511,3599,47763.152,259.216,1130.671,4.807,748680069,2.47
Europe,2021-03-11,35945097,185777,849944,3433,48011.29,248.139,1135.257,4.585,748680069,2.57
Europe,2021-03-12,36136870,191773,853314,3370,48267.44,256.148,1139.758,4.501,748680069,2.64
Europe,2021-03-13,36320510,183640,855941,2627,48512.727,245.285,1143.267,3.509,748680069,2.68
Europe,2021-03-14,36467605,147095,857982,2041,48709.195,196.472,1145.993,2.726,748680069,2.72
Europe,2021-03-15,36589777,122172,860892,2910,48872.38,163.183,1149.88,3.887,748680069,2.77
Europe,2021-03-16,36776096,186319,864581,3689,49121.242,248.863,1154.807,4.927,748680069,2.82
Europe,2021-03-17,36983691,207595,867963,3382,49398.523,277.281,1159.324,4.517,748680069,2.97
Europe,2021-03-18,37215269,231578,871566,3603,49707.84,309.315,1164.137,4.812,748680069,3.06
Europe,2021-03-19,37430979,215710,874930,3364,49995.96,288.12,1168.63,4.493,748680069,3.15
Europe,2021-03-20,37625364,194385,877655,2725,50255.598,259.637,1172.27,3.64,748680069,3.21
Europe,2021-03-21,37786630,161266,879694,2039,50470.996,215.4,1174.993,2.723,748680069,3.27
Europe,2021-03-22,37938677,152047,883031,3337,50674.086,203.087,1179.45,4.457,748680069,3.35
Europe,2021-03-23,38118405,179728,886996,3965,50914.145,240.06,1184.746,5.296,748680069,3.43
Europe,2021-03-24,38374597,256192,890695,3699,51256.336,342.192,1189.687,4.941,748680069,3.54
Europe,2021-03-25,38627579,252982,894787,4092,51594.24,337.904,1195.153,5.466,748680069,3.64
Europe,2021-03-26,38866698,239119,899303,4516,51913.63,319.387,1201.185,6.032,748680069,3.77
Europe,2021-03-27,39085196,218498,902199,2896,52205.473,291.844,1205.053,3.868,748680069,3.84
Europe,2021-03-28,39248271,163075,904261,2062,52423.29,217.817,1207.807,2.754,748680069,3.9
Europe,2021-03-29,39387528,139257,907223,2962,52609.293,186.003,1211.763,3.956,748680069,4.19
Europe,2021-03-30,39592373,204845,911194,3971,52882.9,273.608,1217.067,5.304,748680069,4.3
Europe,2021-03-31,39848358,255985,915235,4041,53224.816,341.915,1222.465,5.397,748680069,4.45
Europe,2021-04-01,40099507,251149,919115,3880,53560.27,335.456,1227.647,5.182,748680069,4.61
Europe,2021-04-02,40316339,216832,922735,3620,53849.89,289.619,1232.482,4.835,748680069,4.71
Europe,2021-04-03,40469351,153012,925747,3012,54054.266,204.376,1236.505,4.023,748680069,4.79
Europe,2021-04-04,40668575,199224,928234,2487,54320.367,266.1,1239.827,3.322,748680069,4.85
Europe,2021-04-05,40776189,107614,930862,2628,54464.105,143.738,1243.337,3.51,748680069,4.89
Europe,2021-04-06,40907222,131033,933980,3118,54639.12,175.019,1247.502,4.165,748680069,5
Europe,2021-04-07,41069406,162184,938447,4467,54855.75,216.627,1253.469,5.967,748680069,5.2
Europe,2021-04-08,41352287,282881,943315,4868,55233.59,377.84,1259.971,6.502,748680069,5.35
Europe,2021-04-09,41527763,175476,947473,4158,55467.97,234.38,1265.525,5.554,748680069,5.5
Europe,2021-04-10,41673474,145711,950555,3082,55662.594,194.624,1269.641,4.117,748680069,5.63
Europe,2021-04-11,41894731,221257,953406,2851,55958.12,295.529,1273.449,3.808,748680069,5.69
Europe,2021-04-12,42021903,127172,956604,3198,56127.984,169.862,1277.721,4.272,748680069,5.79
Europe,2021-04-13,42215096,193193,960665,4061,56386.027,258.045,1283.145,5.424,748680069,5.91
Europe,2021-04-14,42427481,212385,964992,4327,56669.707,283.679,1288.924,5.78,748680069,6.05
Europe,2021-04-15,42628484,201003,968845,3853,56938.184,268.476,1294.071,5.146,748680069,6.21
Europe,2021-04-16,42823202,194718,972627,3782,57198.266,260.082,1299.122,5.052,748680069,6.37
Europe,2021-04-17,42981282,158080,975602,2975,57409.41,211.145,1303.096,3.974,748680069,6.5
Europe,2021-04-18,43093965,112683,977779,2177,57559.92,150.509,1306.004,2.908,748680069,6.62
Europe,2021-04-19,43204329,110364,980886,3107,57707.332,147.411,1310.154,4.15,748680069,6.73
Europe,2021-04-20,43381564,177235,984657,3771,57944.062,236.73,1315.191,5.037,748680069,6.87
Europe,2021-04-21,43568442,186878,988620,3963,58193.67,249.61,1320.484,5.293,748680069,7.05
Europe,2021-04-22,43758336,189894,992258,3638,58447.31,253.638,1325.343,4.859,748680069,7.24
Europe,2021-04-23,43930132,171796,995899,3641,58676.773,229.465,1330.206,4.863,748680069,7.42
Europe,2021-04-24,\N,\N,\N,\N,\N,\N,\N,\N,748680069,7.48
European Union,2020-12-27,14959465,61491,355258,1711,33622.89,138.207,798.478,3.846,444919060,0
European Union,2020-12-28,15041634,82169,358271,3013,33807.574,184.683,805.25,6.772,444919060,0
European Union,2020-12-29,15185932,144298,363087,4816,34131.9,324.324,816.074,10.824,444919060,0
European Union,2020-12-30,15382684,196752,367421,4334,34574.117,442.22,825.815,9.741,444919060,0
European Union,2020-12-31,15546390,163706,370650,3229,34942.062,367.946,833.073,7.257,444919060,0
European Union,2021-01-01,15658938,112548,372946,2296,35195.027,252.963,838.233,5.16,444919060,0
European Union,2021-01-02,15723449,64511,374690,1744,35340.02,144.995,842.153,3.92,444919060,0
European Union,2021-01-03,15801138,77689,376372,1682,35514.637,174.614,845.934,3.78,444919060,0
European Union,2021-01-04,15902356,101218,379451,3079,35742.133,227.498,852.854,6.92,444919060,0
European Union,2021-01-05,16074925,172569,384157,4706,36130.0,387.866,863.431,10.577,444919060,0
European Union,2021-01-06,16237424,162499,387786,3629,36495.23,365.233,871.588,8.157,444919060,0
European Union,2021-01-07,16461969,224545,391428,3642,36999.918,504.687,879.774,8.186,444919060,0
European Union,2021-01-08,16627703,165734,395463,4035,37372.42,372.504,888.843,9.069,444919060,0
European Union,2021-01-09,16762320,134617,398115,2652,37674.99,302.565,894.803,5.961,444919060,0
European Union,2021-01-10,16853987,91667,399971,1856,37881.02,206.031,898.975,4.172,444919060,0
European Union,2021-01-11,16980633,126646,403030,3059,38165.668,284.65,905.85,6.875,444919060,0
European Union,2021-01-12,17133499,152866,407547,4517,38509.25,343.582,916.003,10.152,444919060,0
European Union,2021-01-13,17308003,174504,411686,4139,38901.465,392.215,925.305,9.303,444919060,0
European Union,2021-01-14,17473977,165974,415600,3914,39274.508,373.043,934.102,8.797,444919060,0
European Union,2021-01-15,17622007,148030,419127,3527,39607.22,332.712,942.03,7.927,444919060,0
European Union,2021-01-16,17728536,106529,421937,2810,39846.652,239.435,948.346,6.316,444919060,0
European Union,2021-01-17,17810752,82216,423812,1875,40031.44,184.789,952.56,4.214,444919060,0.01
European Union,2021-01-18,17945986,135234,426295,2483,40335.395,303.952,958.141,5.581,444919060,0.02
European Union,2021-01-19,18081201,135215,431311,5016,40639.305,303.909,969.415,11.274,444919060,0.03
European Union,2021-01-20,18255828,174627,435662,4351,41031.797,392.492,979.194,9.779,444919060,0.06
European Union,2021-01-21,18406085,150257,439464,3802,41369.51,337.718,987.739,8.545,444919060,0.08
European Union,2021-01-22,18560280,154195,443397,3933,41716.082,346.569,996.579,8.84,444919060,0.1
European Union,2021-01-23,18664387,104107,445751,2354,41950.074,233.991,1001.87,5.291,444919060,0.13
European Union,2021-01-24,18743781,79394,447640,1889,42128.52,178.446,1006.116,4.246,444919060,0.15
European Union,2021-01-25,18883993,140212,450926,3286,42443.66,315.14,1013.501,7.386,444919060,0.2
