location,`date`,total_cases,new_cases,total_deaths,new_deaths,total_cases_per_million,new_cases_per_million,total_deaths_per_million,new_deaths_per_million,population,people_fully_vaccinated_per_hundred
South America,2021-02-26,17832798,99192,463512,2155,41398.477,230.272,1076.034,5.003,430759772,0.49
South America,2021-02-27,17919846,87048,465485,1973,41600.555,202.08,1080.614,4.58,430759772,0.52
South America,2021-02-28,17968065,48219,466504,1019,41712.496,111.939,1082.979,2.366,430759772,0.53
South America,2021-03-01,18026103,58038,467842,1338,41847.23,134.734,1086.086,3.106,430759772,0.53
South America,2021-03-02,18111492,85389,470214,2372,42045.457,198.229,1091.592,5.507,430759772,0.56
South America,2021-03-03,18203448,91956,472652,2438,42258.934,213.474,1097.252,5.66,430759772,0.63
South America,2021-03-04,18304962,101514,475075,2423,42494.594,235.663,1102.877,5.625,430759772,0.71
South America,2021-03-05,18407118,102156,477535,2460,42731.746,237.153,1108.588,5.711,430759772,0.8
South America,2021-03-06,18504072,96954,479625,2090,42956.824,225.077,1113.44,4.852,430759772,0.81
South America,2021-03-07,18607163,103091,481143,1518,43196.15,239.324,1116.964,3.524,430759772,0.81
South America,2021-03-08,18661411,54248,482792,1649,43322.086,125.936,1120.792,3.828,430759772,0.86
South America,2021-03-09,18760289,98878,485374,2582,43551.63,229.543,1126.786,5.994,430759772,0.92
South America,2021-03-10,18860970,100681,487990,2616,43785.355,233.729,1132.859,6.073,430759772,1
South America,2021-03-11,18968131,107161,490847,2857,44034.13,248.772,1139.491,6.632,430759772,1.09
South America,2021-03-12,19084874,116743,493620,2773,44305.145,271.016,1145.929,6.437,430759772,1.18
South America,2021-03-13,19191051,106177,496157,2537,44551.633,246.488,1151.818,5.89,430759772,1.23
South America,2021-03-14,19258187,67136,497752,1595,44707.49,155.855,1155.521,3.703,430759772,1.24
South America,2021-03-15,19317552,59365,499415,1663,44845.3,137.815,1159.382,3.861,430759772,1.34
South America,2021-03-16,19429272,111720,502867,3452,45104.656,259.356,1167.395,8.014,430759772,1.41
South America,2021-03-17,19560848,131576,506330,3463,45410.11,305.451,1175.435,8.039,430759772,1.53
South America,2021-03-18,19676311,115463,509617,3287,45678.152,268.045,1183.065,7.631,430759772,1.6
South America,2021-03-19,19810464,134153,513283,3666,45989.586,311.433,1191.576,8.511,430759772,1.66
South America,2021-03-20,19916872,106408,516083,2800,46236.61,247.024,1198.076,6.5,430759772,1.68
South America,2021-03-21,20002228,85356,518009,1926,46434.76,198.152,1202.547,4.471,430759772,1.69
South America,2021-03-22,20075425,73197,519828,1819,46604.688,169.925,1206.77,4.223,430759772,1.75
South America,2021-03-23,20198149,122724,523779,3951,46889.59,284.901,1215.942,9.172,430759772,1.81
South America,2021-03-24,20316853,118704,526178,2399,47165.16,275.569,1221.511,5.569,430759772,1.87
South America,2021-03-25,20465329,148476,529839,3661,47509.844,344.684,1230.01,8.499,430759772,1.93
South America,2021-03-26,20598716,133387,534164,4325,47819.496,309.655,1240.051,10.04,430759772,1.97
South America,2021-03-27,20726934,128218,538304,4140,48117.152,297.655,1249.662,9.611,430759772,2
South America,2021-03-28,20809231,82297,540704,2400,48308.203,191.051,1255.233,5.572,430759772,2
South America,2021-03-29,20886319,77088,543242,2538,48487.16,178.958,1261.125,5.892,430759772,2.06
South America,2021-03-30,21003564,117245,547509,4267,48759.344,272.182,1271.031,9.906,430759772,2.11
South America,2021-03-31,21149540,145976,552232,4723,49098.227,338.88,1281.995,10.964,430759772,2.2
South America,2021-04-01,21295479,145939,556769,4537,49437.02,338.794,1292.528,10.533,430759772,2.25
South America,2021-04-02,21408858,113379,560349,3580,49700.227,263.207,1300.839,8.311,430759772,2.34
South America,2021-04-03,21492739,83881,563101,2752,49894.953,194.728,1307.227,6.389,430759772,2.35
South America,2021-04-04,21569264,76525,565109,2008,50072.605,177.651,1311.889,4.662,430759772,2.36
South America,2021-04-05,21642108,72844,567372,2263,50241.71,169.106,1317.142,5.254,430759772,2.49
South America,2021-04-06,21776120,134012,572178,4806,50552.816,311.106,1328.3,11.157,430759772,2.58
South America,2021-04-07,21926285,150165,576972,4794,50901.42,348.605,1339.429,11.129,430759772,2.72
South America,2021-04-08,22087381,161096,582714,5742,51275.402,373.981,1352.759,13.33,430759772,2.86
South America,2021-04-09,22250300,162919,587560,4846,51653.617,378.213,1364.009,11.25,430759772,2.98
South America,2021-04-10,22384990,134690,591541,3981,51966.297,312.68,1373.25,9.242,430759772,3.05
South America,2021-04-11,22479160,94170,594302,2761,52184.91,218.614,1379.66,6.41,430759772,3.07
South America,2021-04-12,22570170,91010,596866,2564,52396.188,211.278,1385.612,5.952,430759772,3.2
South America,2021-04-13,22715680,145510,601765,4899,52733.984,337.798,1396.985,11.373,430759772,3.46
South America,2021-04-14,22854434,138754,606489,4724,53056.1,322.115,1407.952,10.967,430759772,3.59
South America,2021-04-15,22990913,136479,611375,4886,53372.934,316.833,1419.295,11.343,430759772,3.64
South America,2021-04-16,23150047,159134,615844,4469,53742.36,369.426,1429.669,10.375,430759772,3.71
South America,2021-04-17,23288379,138332,620333,4489,54063.496,321.135,1440.09,10.421,430759772,3.73
South America,2021-04-18,23381531,93152,622800,2467,54279.746,216.25,1445.817,5.727,430759772,3.99
South America,2021-04-19,23470911,89380,625827,3027,54487.24,207.494,1452.845,7.027,430759772,4.13
South America,2021-04-20,23610671,139760,630579,4752,54811.69,324.45,1463.876,11.032,430759772,4.19
South America,2021-04-21,23749030,138359,635068,4489,55132.887,321.198,1474.297,10.421,430759772,4.29
South America,2021-04-22,23874505,125475,639255,4187,55424.176,291.288,1484.017,9.72,430759772,4.47
South America,2021-04-23,24025461,150956,643957,4702,55774.617,350.441,1494.933,10.916,430759772,4.76
South America,2021-04-24,\N,\N,\N,\N,\N,\N,\N,\N,430759772,4.85
South Korea,2021-02-25,88922,406,1585,4,1734.414,7.919,30.915,0.078,51269183,
South Korea,2021-02-26,89321,399,1595,10,1742.197,7.782,31.11,0.195,51269183,
South Korea,2021-02-27,89676,355,1603,8,1749.121,6.924,31.266,0.156,51269183,
South Korea,2021-02-28,90031,355,1605,2,1756.045,6.924,31.305,0.039,51269183,
South Korea,2021-03-01,90372,341,1606,1,1762.696,6.651,31.325,0.02,51269183,
South Korea,2021-03-02,90816,444,1612,6,1771.356,8.66,31.442,0.117,51269183,
South Korea,2021-03-03,91240,424,1619,7,1779.627,8.27,31.578,0.137,51269183,
South Korea,2021-03-04,91638,398,1627,8,1787.39,7.763,31.734,0.156,51269183,
South Korea,2021-03-05,92055,417,1632,5,1795.523,8.134,31.832,0.098,51269183,
South Korea,2021-03-06,92471,416,1634,2,1803.637,8.114,31.871,0.039,51269183,
South Korea,2021-03-07,92817,346,1642,8,1810.386,6.749,32.027,0.156,51269183,
South Korea,2021-03-08,93263,446,1645,3,1819.085,8.699,32.086,0.059,51269183,
South Korea,2021-03-09,93733,470,1648,3,1828.252,9.167,32.144,0.059,51269183,
South Korea,2021-03-10,94198,465,1652,4,1837.322,9.07,32.222,0.078,51269183,
South Korea,2021-03-11,94686,488,1662,10,1846.84,9.518,32.417,0.195,51269183,
South Korea,2021-03-12,95176,490,1667,5,1856.398,9.557,32.515,0.098,51269183,
South Korea,2021-03-13,95635,459,1669,2,1865.351,8.953,32.554,0.039,51269183,
South Korea,2021-03-14,96017,382,1675,6,1872.801,7.451,32.671,0.117,51269183,
South Korea,2021-03-15,96380,363,1678,3,1879.882,7.08,32.729,0.059,51269183,
South Korea,2021-03-16,96849,469,1686,8,1889.03,9.148,32.885,0.156,51269183,
South Korea,2021-03-17,97294,445,1688,2,1897.709,8.68,32.924,0.039,51269183,
South Korea,2021-03-18,97757,463,1690,2,1906.74,9.031,32.963,0.039,51269183,
South Korea,2021-03-19,98209,452,1693,3,1915.556,8.816,33.022,0.059,51269183,
South Korea,2021-03-20,98665,456,1696,3,1924.45,8.894,33.08,0.059,51269183,0
South Korea,2021-03-21,99075,410,1697,1,1932.447,7.997,33.1,0.02,51269183,0
South Korea,2021-03-22,99421,346,1704,7,1939.196,6.749,33.236,0.137,51269183,0
South Korea,2021-03-23,99846,425,1707,3,1947.486,8.29,33.295,0.059,51269183,0
South Korea,2021-03-24,100276,430,1709,2,1955.873,8.387,33.334,0.039,51269183,0.01
South Korea,2021-03-25,100770,494,1716,7,1965.508,9.635,33.47,0.137,51269183,0.01
South Korea,2021-03-26,101275,505,1721,5,1975.358,9.85,33.568,0.098,51269183,0.01
South Korea,2021-03-27,101757,482,1722,1,1984.76,9.401,33.587,0.02,51269183,0.01
South Korea,2021-03-28,102141,384,1726,4,1992.249,7.49,33.665,0.078,51269183,0.01
South Korea,2021-03-29,102582,441,1729,3,2000.851,8.602,33.724,0.059,51269183,0.01
South Korea,2021-03-30,103088,506,1731,2,2010.721,9.869,33.763,0.039,51269183,0.02
South Korea,2021-03-31,103639,551,1735,4,2021.468,10.747,33.841,0.078,51269183,0.03
South Korea,2021-04-01,104194,555,1737,2,2032.293,10.825,33.88,0.039,51269183,0.04
South Korea,2021-04-02,104736,542,1740,3,2042.865,10.572,33.939,0.059,51269183,0.05
South Korea,2021-04-03,105279,543,1744,4,2053.456,10.591,34.017,0.078,51269183,0.05
South Korea,2021-04-04,105752,473,1748,4,2062.682,9.226,34.095,0.078,51269183,0.05
South Korea,2021-04-05,106230,478,1752,4,2072.005,9.323,34.173,0.078,51269183,0.05
South Korea,2021-04-06,106898,668,1756,4,2085.034,13.029,34.251,0.078,51269183,0.07
South Korea,2021-04-07,107598,700,1758,2,2098.688,13.653,34.29,0.039,51269183,0.08
South Korea,2021-04-08,108269,671,1764,6,2111.775,13.088,34.407,0.117,51269183,0.1
South Korea,2021-04-09,108945,676,1765,1,2124.961,13.185,34.426,0.02,51269183,0.12
South Korea,2021-04-10,109559,614,1768,3,2136.937,11.976,34.485,0.059,51269183,0.12
South Korea,2021-04-11,110146,587,1770,2,2148.386,11.449,34.524,0.039,51269183,0.12
South Korea,2021-04-12,110688,542,1775,5,2158.958,10.572,34.621,0.098,51269183,0.12
South Korea,2021-04-13,111419,731,1782,7,2173.216,14.258,34.758,0.137,51269183,0.12
South Korea,2021-04-14,112117,698,1788,6,2186.83,13.614,34.875,0.117,51269183,0.12
South Korea,2021-04-15,112789,672,1790,2,2199.938,13.107,34.914,0.039,51269183,0.12
South Korea,2021-04-16,113444,655,1794,4,2212.713,12.776,34.992,0.078,51269183,0.12
South Korea,2021-04-17,114115,671,1797,3,2225.801,13.088,35.05,0.059,51269183,0.12
South Korea,2021-04-18,114646,531,1801,4,2236.158,10.357,35.128,0.078,51269183,0.12
South Korea,2021-04-19,115195,549,1802,1,2246.866,10.708,35.148,0.02,51269183,0.12
South Korea,2021-04-20,115926,731,1806,4,2261.124,14.258,35.226,0.078,51269183,0.12
South Korea,2021-04-21,116661,735,1808,2,2275.46,14.336,35.265,0.039,51269183,0.12
South Korea,2021-04-22,117458,797,1811,3,2291.006,15.545,35.323,0.059,51269183,0.15
South Korea,2021-04-23,118243,785,1812,1,2306.317,15.311,35.343,0.02,51269183,0.19
South Sudan,2021-04-05,10281,14,113,0,918.461,1.251,10.095,0.0,11193729,
South Sudan,2021-04-06,10286,5,113,0,918.907,0.447,10.095,0.0,11193729,
South Sudan,2021-04-07,10297,11,113,0,919.89,0.983,10.095,0.0,11193729,
South Sudan,2021-04-08,10324,27,114,1,922.302,2.412,10.184,0.089,11193729,
South Sudan,2021-04-09,10340,16,114,0,923.731,1.429,10.184,0.0,11193729,
South Sudan,2021-04-10,10359,19,114,0,925.429,1.697,10.184,0.0,11193729,
South Sudan,2021-04-11,10372,13,114,0,926.59,1.161,10.184,0.0,11193729,
South Sudan,2021-04-12,10381,9,114,0,927.394,0.804,10.184,0.0,11193729,
South Sudan,2021-04-13,10387,6,114,0,927.93,0.536,10.184,0.0,11193729,
South Sudan,2021-04-14,10403,16,114,0,929.36,1.429,10.184,0.0,11193729,
South Sudan,2021-04-15,10416,13,114,0,930.521,1.161,10.184,0.0,11193729,
Spain,2021-04-09,3347512,10875,76328,149,71597.21,232.597,1632.517,3.187,46754783,6.57
Spain,2021-01-04,1958844,30579,51078,241,41896.12,654.029,1092.466,5.155,46754783,
Spain,2021-01-05,1982544,23700,51430,352,42403.02,506.9,1099.994,7.529,46754783,
Spain,2021-01-06,1982544,0,51430,0,42403.02,0.0,1099.994,0.0,46754783,
Spain,2021-01-07,2024904,42360,51675,245,43309.023,906.004,1105.235,5.24,46754783,
Spain,2021-01-08,2050360,25456,51874,199,43853.48,544.458,1109.491,4.256,46754783,
Spain,2021-01-09,2050360,0,51874,0,43853.48,0.0,1109.491,0.0,46754783,
Spain,2021-01-10,2050360,0,51874,0,43853.48,0.0,1109.491,0.0,46754783,
Spain,2021-01-11,2111782,61422,52275,401,45167.188,1313.705,1118.067,8.577,46754783,
Spain,2021-01-12,2137220,25438,52683,408,45711.258,544.073,1126.794,8.726,46754783,
Spain,2021-01-13,2176089,38869,52878,195,46542.598,831.337,1130.965,4.171,46754783,
Spain,2021-01-14,2211967,35878,53079,201,47309.96,767.365,1135.264,4.299,46754783,
Spain,2021-01-15,2252164,40197,53314,235,48169.703,859.741,1140.29,5.026,46754783,
Spain,2021-01-16,2252164,0,53314,0,48169.703,0.0,1140.29,0.0,46754783,
Spain,2021-01-17,2252164,0,53314,0,48169.703,0.0,1140.29,0.0,46754783,
Spain,2021-01-18,2336451,84287,53769,455,49972.45,1802.746,1150.021,9.732,46754783,0
Spain,2021-01-19,2370742,34291,54173,404,50705.87,733.422,1158.662,8.641,46754783,0.02
Spain,2021-01-20,2412318,41576,54637,464,51595.105,889.235,1168.586,9.924,46754783,0.03
Spain,2021-01-21,2456675,44357,55041,404,52543.82,948.716,1177.227,8.641,46754783,0.1
Spain,2021-01-22,2499560,42885,55441,400,53461.055,917.232,1185.782,8.555,46754783,0.15
Spain,2021-01-23,2499560,0,55441,0,53461.055,0.0,1185.782,0.0,46754783,
Spain,2021-01-24,2499560,0,55441,0,53461.055,0.0,1185.782,0.0,46754783,0.19
Spain,2021-01-25,2593382,93822,56208,767,55467.74,2006.682,1202.187,16.405,46754783,0.26
Spain,2021-01-26,2629817,36435,56794,586,56247.016,779.279,1214.721,12.533,46754783,0.37
Spain,2021-01-27,2670102,40285,57291,497,57108.637,861.623,1225.351,10.63,46754783,0.41
Spain,2021-01-28,2705001,34899,57806,515,57855.066,746.426,1236.365,11.015,46754783,0.54
Spain,2021-01-29,2743119,38118,58319,513,58670.34,815.275,1247.338,10.972,46754783,
Spain,2021-01-30,2743119,0,58319,0,58670.34,0.0,1247.338,0.0,46754783,
Spain,2021-01-31,2743119,0,58319,0,58670.34,0.0,1247.338,0.0,46754783,0.77
Spain,2021-02-01,2822805,79686,59081,762,60374.68,1704.339,1263.635,16.298,46754783,0.9
Spain,2021-02-02,2851869,29064,59805,724,60996.305,621.626,1279.12,15.485,46754783,1.07
Spain,2021-02-03,2883465,31596,60370,565,61672.086,675.781,1291.205,12.084,46754783,1.25
Spain,2021-02-04,2913425,29960,60802,432,62312.875,640.79,1300.444,9.24,46754783,1.46
Spain,2021-02-05,2941990,28565,61386,584,62923.83,610.954,1312.935,12.491,46754783,
Spain,2021-02-06,2941990,0,61386,0,62923.83,0.0,1312.935,0.0,46754783,
Spain,2021-02-07,2941990,0,61386,0,62923.83,0.0,1312.935,0.0,46754783,1.68
Spain,2021-02-08,2989085,47095,62295,909,63931.105,1007.277,1332.377,19.442,46754783,1.79
Spain,2021-02-09,3005487,16402,63061,766,64281.914,350.809,1348.76,16.383,46754783,1.9
Spain,2021-02-10,3023601,18114,63704,643,64669.34,387.426,1362.513,13.753,46754783,2.02
Spain,2021-02-11,3041454,17853,64217,513,65051.184,381.843,1373.485,10.972,46754783,2.14
Spain,2021-02-12,3056035,14581,64747,530,65363.047,311.861,1384.821,11.336,46754783,
Spain,2021-02-13,3056035,0,64747,0,65363.047,0.0,1384.821,0.0,46754783,
Spain,2021-02-14,3056035,0,64747,0,65363.047,0.0,1384.821,0.0,46754783,2.29
Spain,2021-02-15,3086286,30251,65449,702,66010.06,647.014,1399.835,15.015,46754783,2.35
Spain,2021-02-16,3096343,10057,65979,530,66225.16,215.101,1411.171,11.336,46754783,2.39
Spain,2021-02-17,3107172,10829,66316,337,66456.77,231.613,1418.379,7.208,46754783,2.45
Spain,2021-02-18,3121687,14515,66704,388,66767.23,310.45,1426.678,8.299,46754783,2.5
Spain,2021-02-19,3133122,11435,67101,397,67011.8,244.574,1435.169,8.491,46754783,
Spain,2021-02-20,3133122,0,67101,0,67011.8,0.0,1435.169,0.0,46754783,
Spain,2021-02-21,3133122,0,67101,0,67011.8,0.0,1435.169,0.0,46754783,2.56
Spain,2021-02-22,3153971,20849,67636,535,67457.72,445.922,1446.611,11.443,46754783,2.58
Spain,2021-02-23,3161432,7461,68079,443,67617.3,159.577,1456.086,9.475,46754783,2.61
Spain,2021-02-24,3170644,9212,68468,389,67814.32,197.028,1464.406,8.32,46754783,2.63
Spain,2021-02-25,3180212,9568,68813,345,68018.97,204.642,1471.785,7.379,46754783,2.66
Spain,2021-02-26,3188553,8341,69142,329,68197.37,178.399,1478.822,7.037,46754783,
Spain,2021-02-27,3188553,0,69142,0,68197.37,0.0,1478.822,0.0,46754783,
Spain,2021-02-28,3188553,0,69142,0,68197.37,0.0,1478.822,0.0,46754783,2.7
Spain,2021-03-01,3204531,15978,69609,467,68539.1,341.74,1488.81,9.988,46754783,2.71
Spain,2021-03-02,3130184,-74347,69801,192,66948.96,-1590.147,1492.917,4.107,46754783,2.75
Spain,2021-03-03,3136321,6137,70247,446,67080.22,131.259,1502.456,9.539,46754783,2.8
Spain,2021-03-04,3142358,6037,70501,254,67209.336,129.12,1507.889,5.433,46754783,2.87
Spain,2021-03-05,3149012,6654,71138,637,67351.66,142.317,1521.513,13.624,46754783,
Spain,2021-03-06,3149012,0,71138,0,67351.66,0.0,1521.513,0.0,46754783,
Spain,2021-03-07,3149012,0,71138,0,67351.66,0.0,1521.513,0.0,46754783,2.96
Spain,2021-03-08,3160970,11958,71436,298,67607.414,255.76,1527.886,6.374,46754783,3.02
Spain,2021-03-09,3164982,4012,71727,291,67693.23,85.809,1534.11,6.224,46754783,3.1
Spain,2021-03-10,3172101,7119,71961,234,67845.484,152.262,1539.115,5.005,46754783,3.22
Spain,2021-03-11,3178356,6255,72085,124,67979.27,133.783,1541.767,2.652,46754783,3.39
Spain,2021-03-12,3183704,5348,72258,173,68093.66,114.384,1545.468,3.7,46754783,
Spain,2021-03-13,3183704,0,72258,0,68093.66,0.0,1545.468,0.0,46754783,
Spain,2021-03-14,3183704,0,72258,0,68093.66,0.0,1545.468,0.0,46754783,
Spain,2021-03-15,3195062,11358,72424,166,68336.58,242.927,1549.018,3.55,46754783,3.62
Spain,2021-03-16,3200024,4962,72565,141,68442.71,106.128,1552.034,3.016,46754783,3.7
Spain,2021-03-17,3206116,6092,72793,228,68573.01,130.297,1556.91,4.877,46754783,3.86
Spain,2021-03-18,3212332,6216,72910,117,68705.95,132.949,1559.413,2.502,46754783,4.04
Spain,2021-03-19,3212332,0,72910,0,68705.95,0.0,1559.413,0.0,46754783,
Spain,2021-03-20,3212332,0,72910,0,68705.95,0.0,1559.413,0.0,46754783,
Spain,2021-03-21,3212332,0,72910,0,68705.95,0.0,1559.413,0.0,46754783,
Spain,2021-03-22,3228803,16471,73543,633,69058.24,352.285,1572.951,13.539,46754783,4.51
Spain,2021-03-23,3234319,5516,73744,201,69176.22,117.977,1577.25,4.299,46754783,4.61
Spain,2021-03-24,3234319,0,73744,0,69176.22,0.0,1577.25,0.0,46754783,4.87
Spain,2021-03-25,3247738,13419,74420,676,69463.23,287.008,1591.709,14.458,46754783,5.12
Spain,2021-03-26,3255324,7586,75010,590,69625.48,162.251,1604.328,12.619,46754783,5.36
Spain,2021-03-27,3255324,0,75010,0,69625.48,0.0,1604.328,0.0,46754783,
Spain,2021-03-28,3255324,0,75010,0,69625.48,0.0,1604.328,0.0,46754783,
Spain,2021-03-29,3270825,15501,75199,189,69957.016,331.538,1608.37,4.042,46754783,5.57
Spain,2021-03-30,3275819,4994,75305,106,70063.83,106.813,1610.637,2.267,46754783,5.66
Spain,2021-03-31,3284353,8534,75459,154,70246.35,182.527,1613.931,3.294,46754783,5.82
Spain,2021-04-01,3291394,7041,75541,82,70396.945,150.594,1615.685,1.754,46754783,5.98
Spain,2021-04-02,3291394,0,75541,0,70396.945,0.0,1615.685,0.0,46754783,
Spain,2021-04-03,3300965,9571,75698,157,70601.66,204.706,1619.043,3.358,46754783,6.08
Spain,2021-04-04,3300965,0,75698,0,70601.66,0.0,1619.043,0.0,46754783,
Spain,2021-04-05,3311325,10360,75783,85,70823.234,221.582,1620.861,1.818,46754783,6.1
Spain,2021-04-06,3317948,6623,75911,128,70964.89,141.654,1623.599,2.738,46754783,6.21
Spain,2021-04-07,3326736,8788,76037,126,71152.85,187.959,1626.294,2.695,46754783,6.29
Spain,2021-04-08,3336637,9901,76179,142,71364.61,211.764,1629.331,3.037,46754783,6.46
Spain,2021-04-10,3347512,0,76328,0,71597.21,0.0,1632.517,0.0,46754783,
Spain,2021-04-11,3347512,0,76328,0,71597.21,0.0,1632.517,0.0,46754783,
Spain,2021-04-12,3370256,22744,76525,197,72083.664,486.453,1636.731,4.213,46754783,6.65
Spain,2021-04-13,3376548,6292,76625,100,72218.234,134.574,1638.87,2.139,46754783,6.71
Spain,2021-04-14,3387022,10474,76756,131,72442.26,224.02,1641.672,2.802,46754783,6.81
Spain,2021-04-15,3396685,9663,76882,126,72648.93,206.674,1644.367,2.695,46754783,6.96
Spain,2021-04-16,3407283,10598,76981,99,72875.6,226.672,1646.484,2.117,46754783,7.12
Spain,2021-04-17,3407283,0,76981,0,72875.6,0.0,1646.484,0.0,46754783,
Spain,2021-04-18,3407283,0,76981,0,72875.6,0.0,1646.484,0.0,46754783,
Spain,2021-04-19,3428354,21071,77102,121,73326.27,450.67,1649.072,2.588,46754783,7.3
Spain,2021-04-20,3428354,0,77102,0,73326.27,0.0,1649.072,0.0,46754783,7.38
