location,date,sentiment_category,cnt,sentiment_rating
United States,11/25/2020,positive,32793,4
United States,11/25/2020,very negative,4923,1
United States,11/25/2020,very positive,1049,5
United States,11/26/2020,negative,63691,2
United States,11/26/2020,neutral,19690,3
United States,11/26/2020,positive,32133,4
United States,11/26/2020,very negative,5376,1
United States,11/26/2020,very positive,2001,5
United States,11/27/2020,negative,41012,2
United States,11/27/2020,neutral,12884,3
United States,11/27/2020,positive,22814,4
United States,11/27/2020,very negative,3382,1
United States,11/27/2020,very positive,2060,5
United States,11/28/2020,negative,43849,2
United States,11/28/2020,neutral,13519,3
United States,11/28/2020,positive,19583,4
United States,11/28/2020,very negative,3479,1
United States,11/28/2020,very positive,557,5
United States,11/29/2020,negative,44712,2
United States,11/29/2020,neutral,12940,3
United States,11/29/2020,positive,18670,4
United States,11/29/2020,very negative,3748,1
United States,11/29/2020,very positive,502,5
United States,11/30/2020,negative,47937,2
United States,11/30/2020,neutral,14376,3
United States,11/30/2020,positive,22018,4
United States,11/30/2020,very negative,4016,1
United States,11/30/2020,very positive,648,5
United States,12/1/2020,negative,55402,2
United States,12/1/2020,neutral,17641,3
United States,12/1/2020,positive,26548,4
United States,12/1/2020,very negative,4190,1
United States,12/1/2020,very positive,677,5
United States,12/2/2020,negative,57335,2
United States,12/2/2020,neutral,19222,3
United States,12/2/2020,positive,33121,4
United States,12/2/2020,very negative,4443,1
United States,12/2/2020,very positive,895,5
United States,12/3/2020,negative,63818,2
United States,12/3/2020,neutral,20878,3
United States,12/3/2020,positive,32958,4
United States,12/3/2020,very negative,4936,1
United States,12/3/2020,very positive,701,5
United States,12/4/2020,negative,70738,2
United States,12/4/2020,neutral,22826,3
United States,12/4/2020,positive,35126,4
United States,12/4/2020,very negative,5541,1
United States,12/4/2020,very positive,831,5
United States,12/5/2020,negative,66708,2
United States,12/5/2020,neutral,19699,3
United States,12/5/2020,positive,30807,4
United States,12/5/2020,very negative,5737,1
United States,12/5/2020,very positive,876,5
United States,12/6/2020,negative,53341,2
United States,12/6/2020,neutral,15186,3
United States,12/6/2020,positive,22145,4
United States,12/6/2020,very negative,4876,1
United States,12/6/2020,very positive,552,5
United States,12/7/2020,negative,65975,2
United States,12/7/2020,neutral,20179,3
United States,12/7/2020,positive,28327,4
United States,12/7/2020,very negative,5107,1
United States,12/7/2020,very positive,657,5
United States,12/8/2020,negative,76169,2
United States,12/8/2020,neutral,23407,3
United States,12/8/2020,positive,36267,4
United States,12/8/2020,very negative,6013,1
United States,12/8/2020,very positive,883,5
United States,12/9/2020,negative,80809,2
United States,12/9/2020,neutral,25575,3
United States,12/9/2020,positive,39023,4
United States,12/9/2020,very negative,6312,1
United States,12/9/2020,very positive,910,5
United States,12/10/2020,negative,69339,2
United States,12/10/2020,neutral,21789,3
United States,12/10/2020,positive,33981,4
United States,12/10/2020,very negative,5465,1
United States,12/10/2020,very positive,802,5
United States,12/11/2020,negative,71526,2
United States,12/11/2020,neutral,23064,3
United States,12/11/2020,positive,36642,4
United States,12/11/2020,very negative,5746,1
United States,12/11/2020,very positive,933,5
United States,12/12/2020,negative,61957,2
United States,12/12/2020,neutral,20330,3
United States,12/12/2020,positive,32305,4
United States,12/12/2020,very negative,4875,1
United States,12/12/2020,very positive,820,5
United States,12/13/2020,negative,49323,2
United States,12/13/2020,neutral,15665,3
United States,12/13/2020,positive,26331,4
United States,12/13/2020,very negative,4478,1
United States,12/13/2020,very positive,743,5
United States,12/14/2020,negative,49976,2
United States,12/14/2020,neutral,15584,3
United States,12/14/2020,positive,26455,4
United States,12/14/2020,very negative,4168,1
United States,12/14/2020,very positive,758,5
United States,12/15/2020,negative,60578,2
United States,12/15/2020,neutral,21084,3
United States,12/15/2020,positive,38309,4
United States,12/15/2020,very negative,4460,1
United States,12/15/2020,very positive,1233,5
United States,12/16/2020,negative,62467,2
United States,12/16/2020,neutral,20670,3
United States,12/16/2020,positive,36775,4
United States,12/16/2020,very negative,4903,1
United States,12/16/2020,very positive,1243,5
United States,12/17/2020,negative,68037,2
United States,12/17/2020,neutral,22686,3
United States,12/17/2020,positive,37287,4
United States,12/17/2020,very negative,5196,1
United States,12/17/2020,very positive,1184,5
United States,12/18/2020,negative,68741,2
United States,12/18/2020,neutral,21723,3
United States,12/18/2020,positive,37466,4
United States,12/18/2020,very negative,5559,1
United States,12/18/2020,very positive,1362,5
United States,12/19/2020,negative,64257,2
United States,12/19/2020,neutral,20279,3
United States,12/19/2020,positive,33699,4
United States,12/19/2020,very negative,5190,1
United States,12/19/2020,very positive,1174,5
United States,12/20/2020,negative,55640,2
United States,12/20/2020,neutral,15557,3
United States,12/20/2020,positive,23343,4
United States,12/20/2020,very negative,5306,1
United States,12/20/2020,very positive,940,5
United States,12/21/2020,negative,60313,2
United States,12/21/2020,neutral,18671,3
United States,12/21/2020,positive,29759,4
United States,12/21/2020,very negative,4716,1
United States,12/21/2020,very positive,786,5
United States,12/22/2020,negative,70637,2
United States,12/22/2020,neutral,23801,3
United States,12/22/2020,positive,41265,4
United States,12/22/2020,very negative,5610,1
United States,12/22/2020,very positive,1047,5
United States,12/23/2020,negative,72046,2
United States,12/23/2020,neutral,25355,3
United States,12/23/2020,positive,39903,4
United States,12/23/2020,very negative,4923,1
United States,12/23/2020,very positive,1207,5
United States,12/24/2020,negative,57702,2
United States,12/24/2020,neutral,19379,3
United States,12/24/2020,positive,32382,4
United States,12/24/2020,very negative,4382,1
United States,12/24/2020,very positive,1223,5
United States,12/25/2020,negative,40559,2
United States,12/25/2020,neutral,12445,3
United States,12/25/2020,positive,23014,4
United States,12/25/2020,very negative,3609,1
United States,12/25/2020,very positive,1394,5
United States,12/26/2020,negative,27462,2
United States,12/26/2020,neutral,8505,3
United States,12/26/2020,positive,15460,4
United States,12/26/2020,very negative,2471,1
United States,12/26/2020,very positive,962,5
United States,12/27/2020,negative,42042,2
United States,12/27/2020,neutral,11520,3
United States,12/27/2020,positive,17335,4
United States,12/27/2020,very negative,3958,1
United States,12/27/2020,very positive,635,5
United States,12/28/2020,negative,50608,2
United States,12/28/2020,neutral,15482,3
United States,12/28/2020,positive,24133,4
United States,12/28/2020,very negative,4598,1
United States,12/28/2020,very positive,625,5
United States,12/29/2020,negative,56060,2
United States,12/29/2020,neutral,18311,3
United States,12/29/2020,positive,29322,4
United States,12/29/2020,very negative,4197,1
United States,12/29/2020,very positive,776,5
United States,12/30/2020,negative,72698,2
United States,12/30/2020,neutral,22855,3
United States,12/30/2020,positive,34076,4
United States,12/30/2020,very negative,6051,1
United States,12/30/2020,very positive,800,5
United States,12/31/2020,negative,72390,2
United States,12/31/2020,neutral,23227,3
United States,12/31/2020,positive,34138,4
United States,12/31/2020,very negative,6184,1
United States,12/31/2020,very positive,979,5
United States,1/1/2021,negative,57647,2
United States,1/1/2021,neutral,18080,3
United States,1/1/2021,positive,31321,4
United States,1/1/2021,very negative,4787,1
United States,1/1/2021,very positive,2028,5
